Period,FDCP,Gross Salary
2016-03-20,9443|1|1|40871,184.17
2016-03-20,9443|1|1|40880,93.94
2016-03-20,9443|1|1|40915,179.2
2016-03-20,9443|1|1|40916,62.21
2016-03-20,9443|1|1|40917,111.58
2016-03-20,9443|1|1|40920,327.43
2016-03-20,9443|1|1|40924,200.4
2016-03-20,9443|1|1|40927,35.64
2016-03-20,9443|1|1|40933,369.49
2016-03-20,9443|1|1|40941,65.77
2016-03-20,9443|1|1|40942,129.61
2016-03-20,9443|1|1|40943,98.68
2016-03-20,9443|1|1|40944,109.22
2016-03-20,9443|1|1|40945,108.17
2016-03-20,9443|1|1|40946,40.07
2016-03-20,9443|1|1|40947,50.08
2016-03-20,9443|1|1|40948,233.96
2016-03-20,9443|1|1|41071,463.43
2016-03-20,9443|1|1|41236,237.98
2016-03-20,9443|1|1|41922,315.79
2016-03-20,9443|1|1|42225,0.0
2016-03-20,9443|1|3|40518,0.0
2016-03-20,9443|1|3|40520,0.0
2016-03-20,9443|1|3|40545,487.07
2016-03-20,9443|1|3|40550,440.69
2016-03-20,9443|1|3|40572,304.85
2016-03-20,9443|1|3|40573,602.58
2016-03-20,9443|1|3|40580,688.23
2016-03-20,9443|1|3|40589,688.78
2016-03-20,9443|1|3|40678,135.02
2016-03-20,9443|1|3|40679,0.0
2016-03-20,9443|1|3|40680,0.0
2016-03-20,9443|1|3|40681,346.08
2016-03-20,9443|1|3|40682,301.9
2016-03-20,9443|1|3|40683,0.0
2016-03-20,9443|1|3|40684,501.4
2016-03-20,9443|1|3|40685,102.56
2016-03-20,9443|1|3|40686,102.56
2016-03-20,9443|1|3|40687,0.0
2016-03-20,9443|1|3|40688,0.0
2016-03-20,9443|1|3|40690,529.66
2016-03-20,9443|1|3|40691,320.44
2016-03-20,9443|1|3|40729,264.0
2016-03-20,9443|1|3|40730,88.0
2016-03-20,9443|1|3|40732,88.0
2016-03-20,9443|1|3|40740,318.83
2016-03-20,9443|1|3|40949,205.12
2016-03-20,9443|1|3|42017,496.53
2016-03-25,65727|0|3|122,13565.64
2016-03-27,9443|1|1|40301,0.0
2016-03-27,9443|1|1|40306,0.0
2016-03-27,9443|1|1|40523,93.94
2016-03-27,9443|1|1|40524,187.88
2016-03-27,9443|1|1|40538,228.22
2016-03-27,9443|1|1|40652,119.01
2016-03-27,9443|1|1|40653,162.25
2016-03-27,9443|1|1|40654,108.17
2016-03-27,9443|1|1|40655,113.57
2016-03-27,9443|1|1|40658,576.01
2016-03-27,9443|1|1|40660,40.56
2016-03-27,9443|1|1|40661,192.01
2016-03-27,9443|1|1|40665,212.01
2016-03-27,9443|1|1|40667,124.42
2016-03-27,9443|1|1|40738,320.96
2016-03-27,9443|1|1|40744,466.55
2016-03-27,9443|1|1|40753,96.37
2016-03-27,9443|1|1|40758,227.43
2016-03-27,9443|1|1|40759,219.19
2016-03-27,9443|1|1|40760,243.58
2016-03-27,9443|1|1|40762,502.14
2016-03-27,9443|1|1|40763,21.91
2016-03-27,9443|1|1|40764,434.63
2016-03-27,9443|1|1|40766,501.0
2016-03-27,9443|1|1|40768,250.5
2016-03-27,9443|1|1|40769,300.6
2016-03-27,9443|1|1|40770,125.25
2016-03-27,9443|1|1|40771,277.86
2016-03-27,9443|1|1|40772,219.19
2016-03-27,9443|1|1|40773,0.0
2016-03-27,9443|1|1|40774,337.4
2016-03-27,9443|1|1|40775,140.9
2016-03-27,9443|1|1|40776,338.18
2016-03-27,9443|1|1|40777,284.94
2016-03-27,9443|1|1|40778,187.88
2016-03-27,9443|1|1|40779,156.19
2016-03-27,9443|1|1|40781,187.88
2016-03-27,9443|1|1|40782,415.06
2016-03-27,9443|1|1|40785,200.4
2016-03-27,9443|1|1|40787,11.52
2016-03-27,9443|1|1|40788,11.52
2016-03-27,9443|1|1|40789,11.52
2016-03-27,9443|1|1|40792,237.98
2016-03-27,9443|1|1|40793,187.88
2016-03-27,9443|1|1|40794,156.56
2016-03-27,9443|1|1|40795,12.53
2016-03-27,9443|1|1|40798,242.32999999999998
2016-03-27,9443|1|1|40799,106.93
2016-03-27,9443|1|1|40800,501.0
2016-03-27,9443|1|1|40801,347.17
2016-03-27,9443|1|1|40803,60.09
2016-03-27,9443|1|1|40804,463.43
2016-03-27,9443|1|1|40807,639.3
2016-03-27,9443|1|1|40808,533.55
2016-03-27,9443|1|1|40809,514.7
2016-03-27,9443|1|1|40810,267.08
2016-03-27,9443|1|1|40811,333.86
2016-03-27,9443|1|1|40812,46.74
2016-03-27,9443|1|1|40813,333.86
2016-03-27,9443|1|1|40814,46.74
2016-03-27,9443|1|1|40815,0.0
2016-03-27,9443|1|1|40816,0.0
2016-03-27,9443|1|1|40817,33.38
2016-03-27,9443|1|1|40818,340.54
2016-03-27,9443|1|1|40819,340.54
2016-03-27,9443|1|1|40820,106.83
2016-03-27,9443|1|1|40821,508.59
2016-03-27,9443|1|1|40823,281.81
2016-03-27,9443|1|1|40824,313.13
2016-03-27,9443|1|1|40825,419.58
2016-03-27,9443|1|1|40826,316.25
2016-03-27,9443|1|1|40829,0.0
2016-03-27,9443|1|1|40834,289.1
2016-03-27,9443|1|1|40835,578.94
2016-03-27,9443|1|1|40837,105.83
2016-03-27,9443|1|1|40838,324.59
2016-03-27,9443|1|1|40839,12.85
2016-03-27,9443|1|1|40841,202.13
2016-03-27,9443|1|1|40843,653.43
2016-03-27,9443|1|1|40845,567.69
2016-03-27,9443|1|1|40846,561.78
2016-03-27,9443|1|1|40848,128.49
2016-03-27,9443|1|1|40849,108.17
2016-03-27,9443|1|1|40850,108.17
2016-03-27,9443|1|1|40851,219.94
2016-03-27,9443|1|1|40852,78.95
2016-03-27,9443|1|1|40853,285.02
2016-03-27,9443|1|1|40854,143.45
2016-03-27,9443|1|1|40858,54.09
2016-03-27,9443|1|1|40859,61.35
2016-03-27,9443|1|1|40860,521.91
2016-03-27,9443|1|1|40862,414.2
2016-03-27,9443|1|1|40863,154.19
2016-03-27,9443|1|1|40864,182.58
2016-03-27,9443|1|1|40865,157.9
2016-03-27,9443|1|1|40866,186.29
2016-03-27,9443|1|1|40868,464.57
2016-03-27,9443|1|1|40869,341.15
2016-03-27,9443|1|1|40870,125.25
2016-03-27,9443|1|1|40872,306.94
2016-03-27,9443|1|1|40873,281.81
2016-03-27,9443|1|1|40874,181.61
2016-03-27,9443|1|1|40875,286.07
2016-03-27,9443|1|1|40877,223.68
2016-03-27,9443|1|1|40878,220.34
2016-03-27,9443|1|1|40879,512.67
2016-03-27,9443|1|1|40881,0.0
2016-03-27,9443|1|1|40882,0.0
2016-03-27,9443|1|1|40883,12.53
2016-03-27,9443|1|1|40884,12.53
2016-03-27,9443|1|1|40885,25.05
2016-03-27,9443|1|1|40886,219.19
2016-03-27,9443|1|1|40902,126.42
2016-03-27,9443|1|1|40903,108.28
2016-03-27,9443|1|1|40904,105.45
2016-03-27,9443|1|1|40905,647.72
2016-03-27,9443|1|1|40908,367.24
2016-03-27,9443|1|1|40909,269.15999999999997
2016-03-27,9443|1|1|40910,144.04
2016-03-27,9443|1|1|40911,56.36
2016-03-27,9443|1|1|40912,128.49
2016-03-27,9443|1|1|40913,217.38
2016-03-27,9443|1|1|40914,305.5
2016-03-27,9443|1|1|40918,62.63
2016-03-27,9443|1|1|40919,125.25
2016-03-27,9443|1|1|40921,143.04
2016-03-27,9443|1|1|40922,94.31
2016-03-27,9443|1|1|40923,200.4
2016-03-27,9443|1|1|40925,61.25
2016-03-27,9443|1|1|40929,124.39
2016-03-27,9443|1|1|40930,145.14
2016-03-27,9443|1|1|40931,143.55
2016-03-27,9443|1|1|40932,70.11
2016-03-27,9443|1|1|40934,104.8
2016-03-27,9443|1|1|40935,133.54
2016-03-27,9443|1|1|40938,24.94
2016-03-27,9443|1|1|40939,127.13
2016-03-27,9443|1|1|40950,178.53
2016-03-27,9443|1|1|40951,143.04
2016-03-27,9443|1|1|40953,0.0
2016-03-27,9443|1|1|40954,155.93
2016-03-27,9443|1|1|40956,159.6
2016-03-27,9443|1|1|40957,41.59
2016-03-27,9443|1|1|40958,106.4
2016-03-27,9443|1|1|40959,136.32
2016-03-27,9443|1|1|40960,128.49
2016-03-27,9443|1|1|40962,548.94
2016-03-27,9443|1|1|40963,551.83
2016-03-27,9443|1|1|40964,317.28
2016-03-27,9443|1|1|40965,102.79
2016-03-27,9443|1|1|40966,319.21
2016-03-27,9443|1|1|40967,182.98
2016-03-27,9443|1|1|40968,177.56
2016-03-27,9443|1|1|40969,254.27
2016-03-27,9443|1|1|40970,147.77
2016-03-27,9443|1|1|40971,96.37
2016-03-27,9443|1|1|40972,203.6
2016-03-27,9443|1|1|40973,194.7
2016-03-27,9443|1|1|40974,283.93
2016-03-27,9443|1|1|40975,340.49
2016-03-27,9443|1|1|40976,362.47
2016-03-27,9443|1|1|40977,279.46
2016-03-27,9443|1|1|40978,346.92
2016-03-27,9443|1|1|40979,131.58
2016-03-27,9443|1|1|40981,79.29
2016-03-27,9443|1|1|40987,419.18
2016-03-27,9443|1|1|40988,46.96
2016-03-27,9443|1|1|40990,308.37
2016-03-27,9443|1|1|40991,76.2
2016-03-27,9443|1|1|40992,184.61
2016-03-27,9443|1|1|40994,41.92
2016-03-27,9443|1|1|40995,584.58
2016-03-27,9443|1|1|40997,231.28
2016-03-27,9443|1|1|40998,274.89
2016-03-27,9443|1|1|41119,24.94
2016-03-27,9443|1|1|41120,211.92
2016-03-27,9443|1|1|41121,66.78
2016-03-27,9443|1|1|41123,115.64
2016-03-27,9443|1|1|41125,183.95
2016-03-27,9443|1|1|41128,128.49
2016-03-27,9443|1|1|41129,345.57
2016-03-27,9443|1|1|41130,157.9
2016-03-27,9443|1|1|41133,199.75
2016-03-27,9443|1|1|41140,0.0
2016-03-27,9443|1|1|41146,333.39
2016-03-27,9443|1|1|41147,331.5
2016-03-27,9443|1|1|41156,125.2
2016-03-27,9443|1|1|41169,205.86
2016-03-27,9443|1|1|41170,124.42
2016-03-27,9443|1|1|41171,177.56
2016-03-27,9443|1|1|41194,178.53
2016-03-27,9443|1|1|41195,99.64
2016-03-27,9443|1|1|41196,117.67
2016-03-27,9443|1|1|41198,111.04
2016-03-27,9443|1|1|41218,25.05
2016-03-27,9443|1|1|41219,93.94
2016-03-27,9443|1|1|41226,463.43
2016-03-27,9443|1|1|41231,197.45
2016-03-27,9443|1|1|41233,108.88
2016-03-27,9443|1|1|41239,135.2
2016-03-27,9443|1|1|41496,35.64
2016-03-27,9443|1|1|41537,0.0
2016-03-27,9443|1|1|41539,96.03
2016-03-27,9443|1|1|41808,62.63
2016-03-27,9443|1|1|42226,0.0
2016-03-27,9443|1|3|40722,290.99
2016-03-27,9443|1|3|40757,487.07
2016-03-27,9443|1|3|40761,440.69
2016-03-27,9443|1|3|40780,0.0
2016-03-27,9443|1|3|40783,304.85
2016-03-27,9443|1|3|40784,602.58
2016-03-27,9443|1|3|40791,688.23
2016-03-27,9443|1|3|40802,688.78
2016-03-27,9443|1|3|40827,0.0
2016-03-27,9443|1|3|40888,102.56
2016-03-27,9443|1|3|40889,102.56
2016-03-27,9443|1|3|40890,217.94
2016-03-27,9443|1|3|40891,298.01
2016-03-27,9443|1|3|40892,0.0
2016-03-27,9443|1|3|40893,107.34
2016-03-27,9443|1|3|40894,120.76
2016-03-27,9443|1|3|40895,456.54
2016-03-27,9443|1|3|40896,542.42
2016-03-27,9443|1|3|40897,501.4
2016-03-27,9443|1|3|40898,320.44
2016-03-27,9443|1|3|40899,350.71
2016-03-27,9443|1|3|40900,352.0
2016-03-27,9443|1|3|40901,88.0
2016-03-27,9443|1|3|41760,0.0
2016-03-27,9443|1|3|42018,496.53
2016-03-31,12195|0|1|1,2630.71
2016-03-31,12195|0|1|2,2609.04
2016-03-31,12195|0|1|28,2153.38
2016-03-31,12195|0|1|29,2130.19
2016-03-31,12195|0|1|39,2500.74
2016-03-31,12195|0|1|4,4686.4
2016-03-31,12195|0|1|48,1902.55
2016-03-31,12195|0|1|49,2361.28
2016-03-31,12195|0|1|52,2236.43
2016-03-31,12195|0|1|55,2414.01
2016-03-31,12195|0|1|8,2192.3
2016-03-31,12195|0|3|56,2915.91
2016-03-31,12195|21|3|6,0.0
2016-03-31,12195|21|3|7,0.0
2016-03-31,12463|0|3|10,1947.44
2016-03-31,12463|0|3|12,640.56
2016-03-31,12463|0|3|14,912.94
2016-03-31,12463|0|3|16,725.13
2016-03-31,12463|0|3|17,290.73
2016-03-31,12463|0|3|19,2647.82
2016-03-31,12463|0|3|2,1457.6
2016-03-31,12463|0|3|20,543.48
2016-03-31,12463|0|3|209,1022.82
2016-03-31,12463|0|3|211,858.51
2016-03-31,12463|0|3|212,442.53
2016-03-31,12463|0|3|22,807.21
2016-03-31,12463|0|3|244,315.44
2016-03-31,12463|0|3|245,917.44
2016-03-31,12463|0|3|246,449.56
2016-03-31,12463|0|3|247,1060.85
2016-03-31,12463|0|3|248,250.06
2016-03-31,12463|0|3|249,273.38
2016-03-31,12463|0|3|250,715.34
2016-03-31,12463|0|3|251,496.69
2016-03-31,12463|0|3|252,287.8
2016-03-31,12463|0|3|253,333.43
2016-03-31,12463|0|3|254,413.4
2016-03-31,12463|0|3|255,334.95
2016-03-31,12463|0|3|256,330.16
2016-03-31,12463|0|3|257,235.35
2016-03-31,12463|0|3|258,131.06
2016-03-31,12463|0|3|3,316.69
2016-03-31,12463|0|3|4,722.33
2016-03-31,12463|0|3|7,972.39
2016-03-31,12463|0|3|78,1094.53
2016-03-31,12463|0|3|9,2926.14
2016-03-31,13391|0|1|11,1976.88
2016-03-31,13391|0|1|12,1976.89
2016-03-31,13391|0|1|2,2005.2
2016-03-31,13391|0|1|21,1796.37
2016-03-31,13391|0|1|23,0.0
2016-03-31,13391|0|1|25,1974.35
2016-03-31,13391|0|1|3,1669.71
2016-03-31,13391|0|1|33,1958.0
2016-03-31,13391|0|1|37,1958.0
2016-03-31,13391|0|1|5,0.0
2016-03-31,13391|0|1|50,1925.33
2016-03-31,13391|0|1|54,1896.95
2016-03-31,13391|0|1|7,2195.56
2016-03-31,13391|0|1|8,0.0
2016-03-31,13391|0|1|90009,0.0
2016-03-31,13391|0|3|31,3006.17
2016-03-31,13391|0|3|32,3924.86
2016-03-31,13391|0|3|34,2368.59
2016-03-31,13391|0|3|38,2628.55
2016-03-31,13391|0|3|39,2487.19
2016-03-31,13391|0|3|40,3212.5
2016-03-31,13391|0|3|46,2552.44
2016-03-31,13391|0|3|49,2310.89
2016-03-31,13391|0|3|55,1138.09
2016-03-31,13391|0|3|56,3212.5
2016-03-31,13391|1|1|51,2163.98
2016-03-31,15358|0|3|103,3062.0
2016-03-31,15358|0|3|107,3538.0
2016-03-31,15358|0|3|108,3131.99
2016-03-31,15358|0|3|109,5561.0
2016-03-31,15358|0|3|110,3287.61
2016-03-31,15358|0|3|111,5261.0
2016-03-31,15358|0|3|113,3446.53
2016-03-31,15358|0|3|114,3008.0
2016-03-31,15358|0|3|115,2211.0
2016-03-31,15358|0|3|117,4299.0
2016-03-31,15358|0|3|120,3.87
2016-03-31,15358|0|3|122,11682.16
2016-03-31,15358|0|3|123,3648.5
2016-03-31,15358|0|3|124,2637.5
2016-03-31,15358|0|3|126,2967.49
2016-03-31,15358|0|3|127,2913.0
2016-03-31,15358|0|3|128,0.0
2016-03-31,15358|0|3|129,195.61
2016-03-31,15358|0|3|131,5714.0
2016-03-31,15358|0|3|133,9892.94
2016-03-31,15358|0|3|135,2861.0
2016-03-31,15358|0|3|142,4379.8099999999995
2016-03-31,15358|0|3|145,4199.0
2016-03-31,15358|0|3|148,4108.0
2016-03-31,15358|0|3|151,4108.0
2016-03-31,15358|0|3|154,2394.0
2016-03-31,15358|0|3|155,2421.62
2016-03-31,15358|0|3|158,2400.0
2016-03-31,15358|0|3|164,6557.5
2016-03-31,15358|0|3|167,2825.0
2016-03-31,15358|0|3|173,4842.5
2016-03-31,15358|0|3|174,7145.0
2016-03-31,15358|0|3|176,8912.5
2016-03-31,15358|0|3|177,2750.0
2016-03-31,15358|0|3|185,5973.5
2016-03-31,15358|0|3|189,5870.5
2016-03-31,15358|0|3|191,3570.0
2016-03-31,15358|0|3|199,10870.38
2016-03-31,15358|0|3|204,4704.5
2016-03-31,15358|0|3|205,3722.5
2016-03-31,15358|0|3|207,3060.0
2016-03-31,15358|0|3|211,9131.5
2016-03-31,15358|0|3|213,6412.5
2016-03-31,15358|0|3|215,3912.5
2016-03-31,15358|0|3|216,3000.0
2016-03-31,15358|0|3|217,5187.5
2016-03-31,15358|0|3|218,2000.0
2016-03-31,15358|0|3|219,5412.5
2016-03-31,15358|0|3|222,2800.0
2016-03-31,15358|0|3|223,2200.0
2016-03-31,15358|0|3|224,2100.0
2016-03-31,15358|0|3|225,2500.0
2016-03-31,15358|0|3|226,7212.5
2016-03-31,15358|0|3|227,7012.5
2016-03-31,15358|0|3|228,3903.5
2016-03-31,15358|0|3|231,2400.0
2016-03-31,15358|0|3|232,1447.83
2016-03-31,15358|0|3|233,1447.83
2016-03-31,15358|0|3|234,547.83
2016-03-31,15358|0|3|25,6412.5
2016-03-31,15358|0|3|39,4715.0
2016-03-31,15358|0|3|4,3195.19
2016-03-31,15358|0|3|40,5152.43
2016-03-31,15358|0|3|41,4941.5
2016-03-31,15358|0|3|46,3412.0
2016-03-31,15358|0|3|47,3998.5
2016-03-31,15358|0|3|49,3179.24
2016-03-31,15358|0|3|5,4901.0
2016-03-31,15358|0|3|50,3182.0
2016-03-31,15358|0|3|56,2537.5
2016-03-31,15358|0|3|59,6346.5
2016-03-31,15358|0|3|60,2492.0
2016-03-31,15358|0|3|64,4690.0
2016-03-31,15358|0|3|68,3247.0
2016-03-31,15358|0|3|69,1454.87
2016-03-31,15358|0|3|74,2998.0
2016-03-31,15358|0|3|75,4679.5
2016-03-31,15358|0|3|76,4214.0
2016-03-31,15358|0|3|79,5000.3
2016-03-31,15358|0|3|81,5942.0
2016-03-31,15358|0|3|84,5375.5
2016-03-31,15358|0|3|87,2581.0
2016-03-31,15358|0|3|93,4048.5
2016-03-31,15358|0|3|94,3486.1
2016-03-31,15358|0|3|95,3338.0
2016-03-31,15358|0|3|97,2463.2799999999997
2016-03-31,15358|1|3|229,0.0
2016-03-31,19904|0|1|10002,1351.7
2016-03-31,19904|0|1|10005,1417.47
2016-03-31,19904|0|1|10006,0.0
2016-03-31,19904|0|1|10007,0.0
2016-03-31,19904|0|1|10009,1170.65
2016-03-31,19904|0|1|10014,978.47
2016-03-31,19904|0|1|10018,1050.99
2016-03-31,19904|0|1|10021,0.0
2016-03-31,19904|0|1|10029,633.94
2016-03-31,19904|0|1|10039,1426.95
2016-03-31,19904|0|1|10048,264.49
2016-03-31,19904|0|1|10049,887.34
2016-03-31,19904|0|1|10057,1771.53
2016-03-31,19904|0|1|10060,799.03
2016-03-31,19904|0|1|10063,950.91
2016-03-31,19904|0|1|10066,973.65
2016-03-31,19904|0|1|10067,623.01
2016-03-31,19904|0|1|10072,1399.04
2016-03-31,19904|0|1|10073,864.35
2016-03-31,19904|0|1|10082,0.0
2016-03-31,19904|0|1|10091,843.79
2016-03-31,19904|0|1|10092,1508.38
2016-03-31,19904|0|1|10094,1155.71
2016-03-31,19904|0|1|10111,0.0
2016-03-31,19904|0|1|10112,1453.69
2016-03-31,19904|0|1|10113,0.0
2016-03-31,19904|0|1|10114,0.0
2016-03-31,19904|0|1|10115,980.22
2016-03-31,19904|0|1|10118,0.0
2016-03-31,19904|0|1|10127,0.0
2016-03-31,19904|0|1|10135,1672.68
2016-03-31,19904|0|1|10137,837.52
2016-03-31,19904|0|1|10141,1295.64
2016-03-31,19904|0|1|10146,0.0
2016-03-31,19904|0|1|10147,0.0
2016-03-31,19904|0|1|10148,0.0
2016-03-31,19904|0|1|10149,1486.77
2016-03-31,19904|0|1|10151,793.44
2016-03-31,19904|0|1|10154,0.0
2016-03-31,19904|0|1|10161,0.0
2016-03-31,19904|0|1|10163,0.0
2016-03-31,19904|0|1|10168,0.0
2016-03-31,19904|0|1|10170,1416.35
2016-03-31,19904|0|1|10172,688.59
2016-03-31,19904|0|1|10178,0.0
2016-03-31,19904|0|1|10187,1128.0700000000002
2016-03-31,19904|0|1|10193,1874.21
2016-03-31,19904|0|1|10195,1386.03
2016-03-31,19904|0|1|10200,1759.24
2016-03-31,19904|0|1|10205,0.0
2016-03-31,19904|0|1|10207,1022.39
2016-03-31,19904|0|1|10212,962.41
2016-03-31,19904|0|1|10215,0.0
2016-03-31,19904|0|1|10220,0.0
2016-03-31,19904|0|1|10223,1576.64
2016-03-31,19904|0|1|10236,579.29
2016-03-31,19904|0|1|10250,1914.46
2016-03-31,19904|0|1|10254,0.0
2016-03-31,19904|0|1|10256,790.36
2016-03-31,19904|0|1|10259,0.0
2016-03-31,19904|0|1|10265,732.31
2016-03-31,19904|0|1|10268,1292.74
2016-03-31,19904|0|1|10270,1446.4
2016-03-31,19904|0|1|10272,0.0
2016-03-31,19904|0|1|10276,1571.46
2016-03-31,19904|0|1|10283,1295.85
2016-03-31,19904|0|1|10284,535.57
2016-03-31,19904|0|1|10285,1251.86
2016-03-31,19904|0|1|10293,1423.71
2016-03-31,19904|0|1|10298,0.0
2016-03-31,19904|0|1|10301,0.0
2016-03-31,19904|0|1|10303,0.0
2016-03-31,19904|0|1|10309,844.54
2016-03-31,19904|0|1|10311,701.8
2016-03-31,19904|0|1|10317,1429.0
2016-03-31,19904|0|1|10320,0.0
2016-03-31,19904|0|1|10324,0.0
2016-03-31,19904|0|1|10325,590.79
2016-03-31,19904|0|1|10330,338.83
2016-03-31,19904|0|1|10331,0.0
2016-03-31,19904|0|1|10332,1874.04
2016-03-31,19904|0|1|10336,1296.55
2016-03-31,19904|0|1|10339,786.96
2016-03-31,19904|0|1|10340,1051.56
2016-03-31,19904|0|1|10343,1574.25
2016-03-31,19904|0|1|10344,1196.5
2016-03-31,19904|0|1|10346,1572.84
2016-03-31,19904|0|1|10347,0.0
2016-03-31,19904|0|1|10348,1409.35
2016-03-31,19904|0|1|10349,896.83
2016-03-31,19904|0|1|10350,1483.08
2016-03-31,19904|0|1|10351,0.0
2016-03-31,19904|0|1|10354,1354.22
2016-03-31,19904|0|1|10355,1890.91
2016-03-31,19904|0|1|10360,0.0
2016-03-31,19904|0|1|10365,0.0
2016-03-31,19904|0|1|10366,907.19
2016-03-31,19904|0|1|10367,1009.89
2016-03-31,19904|0|1|10371,1892.0
2016-03-31,19904|0|1|10372,1410.45
2016-03-31,19904|0|1|10374,1151.77
2016-03-31,19904|0|1|10375,801.31
2016-03-31,19904|0|1|10376,1132.62
2016-03-31,19904|0|1|10377,994.63
2016-03-31,19904|0|1|10378,819.75
2016-03-31,19904|0|1|10379,1329.31
2016-03-31,19904|0|1|10381,336.74
2016-03-31,19904|0|1|10383,1196.29
2016-03-31,19904|0|1|10384,1462.76
2016-03-31,19904|0|1|10385,393.48
2016-03-31,19904|0|1|10386,1040.06
2016-03-31,19904|0|1|10387,919.74
2016-03-31,19904|0|1|10390,0.0
2016-03-31,19904|0|1|10391,0.0
2016-03-31,19904|0|1|10392,1205.77
2016-03-31,19904|0|1|10393,0.0
2016-03-31,19904|0|1|10394,382.55
2016-03-31,19904|0|1|10397,0.0
2016-03-31,19904|0|1|10398,0.0
2016-03-31,19904|0|1|10401,1481.85
2016-03-31,19904|0|1|10402,43.72
2016-03-31,19904|0|1|10404,0.0
2016-03-31,19904|0|1|10405,1009.87
2016-03-31,19904|0|1|10409,0.0
2016-03-31,19904|0|1|10419,885.33
2016-03-31,19904|0|1|10421,590.22
2016-03-31,19904|0|1|10434,646.58
2016-03-31,19904|0|1|10436,830.68
2016-03-31,19904|0|1|10438,0.0
2016-03-31,19904|0|1|10444,1413.99
2016-03-31,19904|0|1|10445,32.79
2016-03-31,19904|0|1|10446,0.0
2016-03-31,19904|0|1|10447,472.13
2016-03-31,19904|0|1|10449,1576.65
2016-03-31,19904|0|1|10450,430.34
2016-03-31,19904|0|1|10451,776.03
2016-03-31,19904|0|1|10455,865.23
2016-03-31,19904|0|1|10456,0.0
2016-03-31,19904|0|1|10458,808.82
2016-03-31,19904|0|1|10463,1300.73
2016-03-31,19904|0|1|10465,1400.04
2016-03-31,19904|0|1|10468,630.12
2016-03-31,19904|0|1|10470,1088.27
2016-03-31,19904|0|1|10471,0.0
2016-03-31,19904|0|1|10475,1062.64
2016-03-31,19904|0|1|10479,0.0
2016-03-31,19904|0|1|10480,433.37
2016-03-31,19904|0|1|10481,0.0
2016-03-31,19904|0|1|10484,1192.96
2016-03-31,19904|0|1|10487,1230.07
2016-03-31,19904|0|1|10488,0.0
2016-03-31,19904|0|1|10489,75.74
2016-03-31,19904|0|1|10491,0.0
2016-03-31,19904|0|1|10495,0.0
2016-03-31,19904|0|1|10497,866.17
2016-03-31,19904|0|1|10501,684.16
2016-03-31,19904|0|1|10502,1375.6
2016-03-31,19904|0|1|10503,1602.28
2016-03-31,19904|0|1|10504,1111.94
2016-03-31,19904|0|1|10505,1075.06
2016-03-31,19904|0|1|10508,0.0
2016-03-31,19904|0|1|10509,1140.55
2016-03-31,19904|0|1|10511,0.0
2016-03-31,19904|0|1|10513,913.03
2016-03-31,19904|0|1|10514,1325.81
2016-03-31,19904|0|1|10515,1125.79
2016-03-31,19904|0|1|10516,861.33
2016-03-31,19904|0|1|10517,1261.9
2016-03-31,19904|0|1|10518,778.4
2016-03-31,19904|0|1|10519,1174.87
2016-03-31,19904|0|1|10520,646.58
2016-03-31,19904|0|1|10521,647.15
2016-03-31,19904|0|1|10522,1067.24
2016-03-31,19904|0|1|10524,1318.44
2016-03-31,19904|0|1|10525,919.99
2016-03-31,19904|0|1|10526,0.0
2016-03-31,19904|0|1|10530,0.0
2016-03-31,19904|0|1|10531,1240.26
2016-03-31,19904|0|1|10532,1937.29
2016-03-31,19904|0|1|10533,0.0
2016-03-31,19904|0|1|10535,1319.16
2016-03-31,19904|0|1|10537,1064.42
2016-03-31,19904|0|1|10538,747.61
2016-03-31,19904|0|1|10539,0.0
2016-03-31,19904|0|1|10541,898.6
2016-03-31,19904|0|1|10542,0.0
2016-03-31,19904|0|1|10545,615.99
2016-03-31,19904|0|1|10546,1020.13
2016-03-31,19904|0|1|10548,1158.9099999999999
2016-03-31,19904|0|1|10549,656.94
2016-03-31,19904|0|1|10551,0.0
2016-03-31,19904|0|1|10552,0.0
2016-03-31,19904|0|1|10557,694.1700000000001
2016-03-31,19904|0|1|10561,812.44
2016-03-31,19904|0|1|10577,802.32
2016-03-31,19904|0|1|10580,711.56
2016-03-31,19904|0|1|10582,481.05
2016-03-31,19904|0|1|10589,1348.3
2016-03-31,19904|0|1|10593,0.0
2016-03-31,19904|0|1|10597,730.7
2016-03-31,19904|0|1|10603,879.59
2016-03-31,19904|0|1|10607,609.33
2016-03-31,19904|0|1|10614,634.57
2016-03-31,19904|0|1|10620,600.13
2016-03-31,19904|0|1|10622,1242.29
2016-03-31,19904|0|1|10626,705.54
2016-03-31,19904|0|1|10627,812.44
2016-03-31,19904|0|1|10628,0.0
2016-03-31,19904|0|1|10629,1155.17
2016-03-31,19904|0|1|10630,1348.25
2016-03-31,19904|0|1|10631,1516.09
2016-03-31,19904|0|1|10633,1126.44
2016-03-31,19904|0|1|10634,775.9
2016-03-31,19904|0|1|10635,1009.72
2016-03-31,19904|0|1|10637,920.07
2016-03-31,19904|0|1|10638,1017.31
2016-03-31,19904|0|1|10639,781.54
2016-03-31,19904|0|1|10640,653.46
2016-03-31,19904|0|1|10642,1377.52
2016-03-31,19904|0|1|10643,748.3
2016-03-31,19904|0|1|10644,1146.16
2016-03-31,19904|0|1|10645,736.33
2016-03-31,19904|0|1|10646,876.82
2016-03-31,19904|0|1|10647,0.0
